id;name;slug;uic8_sncf;sncf_id;is_main_station;parent_station_id
3012;Lavelanet Centre;lavelanet-centre;87615690;FRFWE;f;
3013;Naucelle;naucelle;87615732;FRFWF;f;
3014;Laroque-d’Olmes;laroque-dolmes;87615740;FRFWG;f;
3015;Baraqueville—Carcenac-Peyralès;baraqueville-carcenac-peyrales;87615757;FRFWH;f;
3016;Luc-la-Primaube;luc-la-primaube;87615773;FRFWI;f;
3017;Avignonet;avignonet;87616011;FRFWK;f;
3018;Courniou;courniou;;FRFWL;f;
3021;Aureilhan;aureilhan;87617027;FRFWO;f;
3022;Rabastens-de-Bigorre;rabastens-de-bigorre;87617076;FRFWP;f;
3023;Villecomtal-sur-Arros;villecomtal-sur-arros;;FRFWQ;f;
3024;Miélan;mielan;87617100;FRFWR;f;
3026;Laas;laas;87617126;FRFWT;f;
3028;Pommevic;pommevic;87618058;FRFWV;f;
3029;Golfech;golfech;87618082;FRFWW;f;
3030;Montlaur;montlaur;87618207;FRFWX;f;
3031;Villenouvelle;villenouvelle;87618215;FRFWY;f;
3033;Le Trois-et-Demi;le-trois-et-demi;87618363;FRFXA;f;
3034;St-Vaury;st-vaury;87618371;FRFXB;f;
3035;Izaux;izaux;87618637;FRFXD;f;
3036;Labastide;labastide;87618645;FRFXE;f;
3039;Fréchet-Aure;frechet-aure;87618678;FRFXH;f;
3040;Galiax;galiax;87618694;FRFXI;f;
3041;Galié;galie;87618702;FRFXJ;f;
3042;Saléchan—Siradan;salechan-siradan;87618710;FRFXK;f;10645
3045;Mazères-sur-Salat;mazeres-sur-salat;;FRFXO;f;
3046;Salies-du-Salat;salies-du-salat;87618801;FRFXP;f;
3047;Mane;mane;87618819;FRFXQ;f;
3048;Castagnède-du-Salat;castagnede-du-salat;87618835;FRFXR;f;
3049;Lacave;lacave;87618843;FRFXS;f;
3051;Caumont;caumont;87618868;FRFXU;f;
3053;St-Lizier;st-lizier;87618884;FRFXW;f;
3054;Lorp;lorp;87618892;FRFXX;f;
3055;Vielle-Aure;vielle-aure;87618900;FRFXY;f;
3056;Prechac;prechac;87619577;FRFXZ;f;
3057;Laroque-des-Arcs;laroque-des-arcs;87619908;FRFYA;f;
3058;La Magdelaine;la-magdelaine;87619916;FRFYB;f;
3059;Bouziès-Bas;bouzies-bas;87619924;FRFYC;f;
3061;Larnagol Village;larnagol-village;87619940;FRFYE;f;
3062;Cadrieu;cadrieu;87619957;FRFYF;f;
3063;Caillac;caillac;87619965;FRFYG;f;
3064;Frontenac;frontenac;87619973;FRFYH;f;
3065;Touzac;touzac;87619999;FRFYI;f;
3067;Anglars-Juillac;anglars-juillac;87620021;FRFYK;f;
3068;Pescadoires;pescadoires;87620039;FRFYL;f;
3069;Roquefort-sur-Garonne;roquefort-sur-garonne;87620047;FRFYM;f;
3071;Ayzac;ayzac;87620088;FRFYO;f;
3072;St-Savin La Plaine;st-savin-la-plaine;87620096;FRFYP;f;
3073;Plaisance;plaisance;87620104;FRFYQ;f;
3074;St-Pierre-Toirac;st-pierre-toirac;87620112;FRFYR;f;
3075;Bernac-Dessus;bernac-dessus;87620120;FRFYS;f;
3076;Hiis;hiis;87620138;FRFYT;f;
3077;Antist;antist;87620146;FRFYU;f;
3078;Cauterets;cauterets;87620153;FRFYV;f;
3079;St-Sulpice-sur-Lèze;st-sulpice-sur-leze;87620195;FRFYX;f;
3080;Lapeyrouse;lapeyrouse;87641043;FRFZB;f;
3081;Louroux-de-Bouble;louroux-de-bouble;87641050;FRFZC;f;
3082;Bellenaves;bellenaves;87641068;FRFZD;f;
3083;St-Bonnet-de-Rochefort;st-bonnet-de-rochefort;87641076;FRFZE;f;
3084;St-Eloy-les-Mines;st-eloy-les-mines;87641092;FRFZG;f;
3085;La Bouble;la-bouble;;FRFZH;f;
3087;St-Gervais—Châteauneuf;st-gervais-chateauneuf;87641134;FRFZK;f;
3088;Les Ancizes—St-Georges;les-ancizes-st-georges;87641167;FRFZN;f;
3089;Manzat;manzat;87641183;FRFZP;f;
3090;La Ville-Gozet;la-ville-gozet;87641191;FRFZQ;f;
3091;Huriel;huriel;87641217;FRFZS;f;
3092;La Miouze—Rochefort;la-miouze-rochefort;87641290;FRFZX;f;
3093;Pontgibaud;pontgibaud;87641316;FRFZZ;f;
3094;Vallon-en-Sully;vallon-en-sully;87641357;FRGAB;f;
3095;Magnette;magnette;87641365;FRGAC;f;
3096;Les Trillers;les-trillers;87641373;FRGAD;f;
3097;Le Vauriat;le-vauriat;87641399;FRGAE;f;
3098;Chamblet;chamblet;;FRGAF;f;
3099;Commentry;commentry;87641415;FRGAG;f;
3100;Durtol—Nohanent;durtol-nohanent;87641449;FRGAI;f;
3101;St-Sauves-d’Auvergne;st-sauves-dauvergne;87641456;FRGAJ;f;
3102;La Bourboule;la-bourboule;87641464;FRGAK;f;
3103;Le Mont-Dore;le-mont-dore;87641472;FRGAL;f;
3104;Gannat;gannat;87732404;FRGAN;f;
3108;Budelière—Chambon;budeliere-chambon;87641811;FRGAW;f;
3109;Evaux-les-Bains;evaux-les-bains;87641829;FRGAX;f;
3111;Auzances;auzances;87641845;FRGAZ;f;
3112;Létrade;letrade;87641878;FRGBC;f;
3113;Giat;giat;87641886;FRGBD;f;
3114;Ytrac;ytrac;87645101;FRGBF;f;
3115;Laroquebrou;laroquebrou;87645135;FRGBG;f;10551
3117;Lacapelle-Viescamp;lacapelle-viescamp;87645150;FRGBI;f;
3118;Maurs;maurs;87645168;FRGBJ;f;
3119;Pers;pers;87645176;FRGBK;f;
3120;Boisset;boisset;87645184;FRGBL;f;
3121;Le Rouget;le-rouget;87645192;FRGBM;f;
3123;Mauriac;mauriac;87645267;FRGBT;f;
3125;Vendes;vendes;87645283;FRGBV;f;
3129;Vic-sur-Cère;vic-sur-cere;87645440;FRGCC;f;
3130;Le Lioran;le-lioran;87645473;FRGCF;f;
3131;Murat;murat;87645481;FRGCG;f;
3132;Marcenat;marcenat;87110189;FRGCH;f;
3133;Condat;condat;87110197;FRGCM;f;
3134;Grenade-sur-l’Adour;grenade-sur-ladour;87671024;FRGCO;f;
3135;Cazères-sur-l’Adour;cazeres-sur-ladour;87671032;FRGCP;f;
3136;Barcelonne-du-Gers;barcelonne-du-gers;87671057;FRGCQ;f;
3137;St-Germe;st-germe;87671065;FRGCR;f;
3138;Riscle;riscle;87671073;FRGCS;f;
3139;Castelnau-Rivière-Basse;castelnau-riviere-basse;87671081;FRGCT;f;
3140;Cahuzac-sur-Adour;cahuzac-sur-adour;87671099;FRGCU;f;
3141;St-Laurent—St-Paul;st-laurent-st-paul;;FRGCV;f;
3142;Cantaous—Tuzaguet;cantaous-tuzaguet;;FRGCW;f;
3143;Capvern;capvern;87671156;FRGCY;t;5012
3144;Ozon—Lanespède;ozon-lanespede;87671164;FRGCZ;f;
3145;Tournay;tournay;87671172;FRGDA;f;
3146;Bordes—Lhez;bordes-lhez;87671180;FRGDB;f;
3149;Séméac—Marcadieu;semeac-marcadieu;;FRGDF;f;
3150;Ossun;ossun;87671313;FRGDG;f;
3151;Soublecause;soublecause;87671347;FRGDH;f;
3152;Villefranque (Hautes Pyrénées);villefranque-hautes-pyrenees;87671354;FRGDI;f;
3153;St-Pé-de-Bigorre;st-pe-de-bigorre;87671362;FRGDJ;f;
3155;Lau-Balagnas;lau-balagnas;87671396;FRGDL;f;
3156;La Barthe-de-Neste—Avezac-Prat-Lahitte;la-barthe-de-neste-avezac-prat-lahitte;87671404;FRGDM;f;
3157;Lortet;lortet;87671412;FRGDN;f;
3158;Hèches;heches;87671420;FRGDO;f;
3159;Rebouc;rebouc;87671438;FRGDP;f;
3160;Sarrancolin;sarrancolin;87671446;FRGDQ;f;
3161;Arengosse;arengosse;87671479;FRGDS;f;
3162;Ygos;ygos;87671487;FRGDT;f;
3163;St-Martin-d’Oney;st-martin-doney;87671495;FRGDU;f;
3164;Soues;soues;87671503;FRGDV;f;
3165;Salles-Adour;salles-adour;87671511;FRGDW;f;
3166;Bernac-Debat;bernac-debat;87671529;FRGDX;f;
3167;Vielle-Adour;vielle-adour;87671537;FRGDY;f;
3168;Montgaillard (Hautes Pyrénées);montgaillard-hautes-pyrenees;87671545;FRGDZ;f;
3169;Ordizan;ordizan;87671552;FRGEA;f;
3170;Pouzac;pouzac;87671560;FRGEB;f;
3171;Bagnères-de-Bigorre;bagneres-de-bigorre;87671578;FRGEC;f;
3172;Bazet;bazet;87671602;FRGED;f;
3173;Andrest;andrest;87671610;FRGEE;f;
3174;Pujo;pujo;87671628;FRGEF;f;
3175;Vic-en-Bigorre;vic-en-bigorre;87671636;FRGEG;f;
3176;Nouilhan;nouilhan;87671644;FRGEH;f;
3177;Maubourguet Centre;maubourguet-centre;87671651;FRGEI;f;
3178;Caussade (Hautes Pyrénées);caussade-hautes-pyrenees;87671669;FRGEJ;f;
3179;Hères;heres;87671677;FRGEK;f;
3192;Gex Centre;gex-centre;87745273;FRGEX;t;4647
3193;Montaut—Bétharram;montaut-betharram;87672113;FRGEZ;f;
3195;Coarraze—Nay;coarraze-nay;87672139;FRGFB;f;
3196;Assat;assat;87672162;FRGFC;f;
3199;Artix;artix;87672212;FRGFF;f;
3202;Orthez;orthez;87672253;FRGFI;f;
3205;Peyrehorade;peyrehorade;87672337;FRGFL;f;
3210;Granville;granville;87447680;FRGFR;f;
3214;Espès-Undurein;espes-undurein;87672527;FRGFV;f;
3216;Mauléon;mauleon;87672550;FRGFX;f;
3218;Guilherand—Granges;guilherand-granges;87336958;FRGGA;f;
3225;Oloron-Ste-Marie;oloron-ste-marie;87672725;FRGGH;f;
3226;Gurmençon;gurmencon;87672733;FRGGI;f;
3227;Escot;escot;87672758;FRGGK;f;
3228;Sarrance;sarrance;87672766;FRGGL;f;
3229;Bedous;bedous;87672774;FRGGM;f;
3230;Lescun;lescun;87672790;FRGGN;f;
3231;Etsaut;etsaut;87672824;FRGGO;f;
3232;Guingamp;guingamp;87473207;FRGGP;f;
3233;Urdos;urdos;87672832;FRGGQ;f;
3234;Forges-d’Abel;forges-dabel;87672840;FRGGR;f;
3236;Boucau;boucau;87673095;FRGGT;f;
3240;Saubusse-les-Bains;saubusse-les-bains;87673251;FRGGY;f;
3241;St-Geours;st-geours;87673269;FRGGZ;f;
3242;St-Vincent-de-Tyrosse;st-vincent-de-tyrosse;87673277;FRGHA;f;
3243;Bénesse-Maremne;benesse-maremne;87673285;FRGHB;f;
3244;Labenne;labenne;87673293;FRGHC;f;
3245;Ondres;ondres;87673319;FRGHD;f;
3247;Guéthary;guethary;87673459;FRGHG;f;
3249;Villefranque (Pyrénées Atlantiques);villefranque-pyrenees-atlantiques;87673616;FRGHI;f;
3250;Ustaritz;ustaritz;87673624;FRGHJ;f;
3251;Jatxou;jatxou;87673632;FRGHK;f;
3252;Halsou-Larressore;halsou-larressore;87673640;FRGHL;f;
3253;Cambo-les-Bains;cambo-les-bains;87673657;FRGHM;f;
3254;Itxassou;itxassou;87673665;FRGHN;f;
3255;Louhossoa;louhossoa;87673673;FRGHO;f;
3256;Bidarray—Pont-Noblia;bidarray-pont-noblia;87673699;FRGHP;f;
3258;St-Jean-Pied-de-Port;st-jean-pied-de-port;87673723;FRGHR;f;
3261;Montierchaume Bourg;montierchaume-bourg;87360875;FRGHY;t;2819
3262;Cheppes-la-Prairie;cheppes-la-prairie;87674069;FRGIB;f;
3263;Givors;givors;;FRGIC;f;
3264;Givors Ville;givors-ville;87722405;FRHEE;t;3263
3265;Togny-aux-Bœufs;togny-aux-boeufs;87674135;FRGIH;f;
3266;Dolleren;dolleren;;FRGIJ;f;
3267;Monswiller;monswiller;87674176;FRGIK;f;
3268;Wegscheid;wegscheid;87674200;FRGIL;f;
3269;Zornhoff;zornhoff;87674218;FRGIM;t;5890
3270;Ferrières;ferrieres;87674259;FRGIN;f;
3271;Le Loreur;le-loreur;87674275;FRGIO;f;
3272;Mirande;mirande;87177402;FRGJC;f;
3275;Oulmes Centre;oulmes-centre;87674622;FRGJK;f;
3277;Pont-de-Lugagnan;pont-de-lugagnan;87674861;FRGJR;f;
3278;St-Gonnery;st-gonnery;87674895;FRGJS;f;
3279;Cahors Terre Rouge;cahors-terre-rouge;87677021;FRGJT;f;9194
3282;Mauvezin;mauvezin;87677948;FRGJY;f;
3283;Solomiac;solomiac;87677955;FRGJZ;f;
3284;Montech;montech;87677963;FRGKA;f;
3285;Arreau;arreau;87677971;FRGKB;f;
3286;Cadéac-les-Bains;cadeac-les-bains;87677989;FRGKC;f;
3287;Ancizan;ancizan;87677997;FRGKD;f;
3288;Guchen;guchen;87678003;FRGKE;f;
3289;Bazus;bazus;87678011;FRGKF;f;
3290;Guchan;guchan;87678029;FRGKG;f;
3291;Bourisp;bourisp;87678037;FRGKH;f;
3292;Campan;campan;87678052;FRGKJ;f;
3293;Ste-Marie-de-Campan;ste-marie-de-campan;87678060;FRGKK;f;
3294;Artigues (Hautes Pyrénées);artigues-hautes-pyrenees;87678078;FRGKL;f;
3295;La Mongie;la-mongie;87679902;FRGKN;f;
3310;Boutigny;boutigny;;FRGLF;f;
3344;Villeneuve-la-Guyard;villeneuve-la-guyard;87683102;FRGMN;f;
3345;Champigny-sur-Yonne;champigny-sur-yonne;87683128;FRGMO;f;
3346;Pont-sur-Yonne;pont-sur-yonne;87683136;FRGMP;f;
3347;Étigny-Véron;etigny-veron;87683201;FRGMQ;f;
3348;Villeneuve-sur-Yonne;villeneuve-sur-yonne;87683219;FRGMR;f;
3349;St-Julien-du-Sault;st-julien-du-sault;87683227;FRGMS;f;
3351;Joigny;joigny;87683243;FRGMU;f;
3354;Neuvy-Sautour;neuvy-sautour;87683342;FRGMX;t;4529
3357;Chemilly-Appoigny;chemilly-appoigny;87683532;FRGNA;f;
3358;Grenoble;grenoble;87747006;FRGNB;t;3366
3359;Monéteau-Gurgy;moneteau-gurgy;87683557;FRGND;f;
3360;Augy-Vaux;augy-vaux;87683607;FRGNF;f;
3361;Champs-St-Bris;champs-st-bris;87683615;FRGNG;f;
3362;Vincelles;vincelles;87683631;FRGNH;f;
3363;Vermenton;vermenton;87683664;FRGNI;f;
3364;Lucy-sur-Cure-Bessy;lucy-sur-cure-bessy;87683672;FRGNJ;f;
3365;Arcy-sur-Cure;arcy-sur-cure;87683680;FRGNK;f;
3366;Grenoble;grenoble;;FRGNL;f;
3367;Grenoble Universités Gières;grenoble-universites-gieres;87747402;FRHVS;f;3366
3369;Voutenay;voutenay;87683706;FRGNM;f;
3370;Sermizelles-Vézelay;sermizelles-vezelay;87683722;FRGNN;f;
3371;Avallon;avallon;87683789;FRGNS;f;
3372;Argent-sur-Sauldre;argent-sur-sauldre;87314526;FRGNT;f;
3373;St-Genou;st-genou;87206789;FRGNU;f;
3374;Mailly-la-Ville;mailly-la-ville;87683847;FRGNV;f;
3375;Montargis;montargis;87684001;FRGNX;f;
3380;Souppes—Château-Landon;souppes-chateau-landon;87684217;FRGOC;f;
3383;Nogent-sur-Vernisson;nogent-sur-vernisson;87684274;FRGOG;f;
3384;Gien;gien;87684290;FRGOH;f;
3389;Paris-Gare-de-Lyon A;paris-gare-de-lyon-a;;FRGOO;f;4916
3390;Paris-Gare-de-Lyon B;paris-gare-de-lyon-b;87686113;FRGOP;f;4916
3396;Pontaix;pontaix;87688507;FRGPA;f;
3400;Villechaud;villechaud;;FRGPN;f;
3402;La Marche;la-marche;87691394;FRGPP;f;
3403;Garchizy;garchizy;87691436;FRGPQ;f;
3404;Vauzelles;vauzelles;87691469;FRGPR;f;
3406;St-Éloi;st-eloi;87691618;FRGPT;f;
3407;St-Léger-des-Vignes;st-leger-des-vignes;87691626;FRGPU;f;
3408;Verneuil;verneuil;87691675;FRGPV;f;
3409;Avrée;avree;87691725;FRGPW;f;
3410;Le Creusot;le-creusot;87694000;FRGPX;f;
3411;St-Didier-sur-Arroux;st-didier-sur-arroux;;FRGPY;f;
3412;Mesvres;mesvres;87694158;FRGPZ;f;
3413;Broye;broye;87694166;FRGQA;f;
3414;St-Symphorien-de-Marmagne;st-symphorien-de-marmagne;87694174;FRGQB;f;
3415;Marmagne-sous-Creusot;marmagne-sous-creusot;87694182;FRGQC;f;
3417;St-Léger-sur-Dheune;st-leger-sur-dheune;87694364;FRGQK;f;
3419;Cheilly-lès-Maranges;cheilly-les-maranges;87694398;FRGQN;f;
3422;Sincey-lès-Rouvray;sincey-les-rouvray;87694430;FRGQR;f;
3423;La Roche-en-Brenil;la-roche-en-brenil;87694448;FRGQS;f;
3424;Molphey;molphey;87694455;FRGQT;f;
3425;St-Didier;st-didier;87694463;FRGQU;f;
3426;Saulieu;saulieu;87694471;FRGQV;f;
3427;St-Martin-de-la-Mer;st-martin-de-la-mer;87694489;FRGQW;f;
3428;Liernais;liernais;87694497;FRGQX;f;
3429;Brazey-en-Morvan;brazey-en-morvan;87694513;FRGQY;f;
3430;Manlay;manlay;87694521;FRGQZ;f;
3431;Barnay;barnay;87694539;FRGRA;f;
3432;Cordesse—Igornay;cordesse-igornay;87694547;FRGRB;f;
3433;L’Orme—St-Pantaléon;lorme-st-pantaleon;87694562;FRGRC;f;
3434;Autun;autun;87694570;FRGRD;f;
3435;Brion—Laizy;brion-laizy;87694596;FRGRE;f;
3436;Blanzy;blanzy;87694612;FRGRG;f;
3437;Montceau-les-Mines;montceau-les-mines;87694620;FRGRH;f;
3438;Galuzot;galuzot;87694638;FRGRI;f;
3439;Ciry-le-Noble;ciry-le-noble;87694646;FRGRJ;f;
3440;Génelard;genelard;87694653;FRGRK;f;
3442;Digoin;digoin;87694695;FRGRN;f;
3443;St-Julien—Changy;st-julien-changy;87694711;FRGRP;f;
3444;Dardilly Le Jubin;dardilly-le-jubin;87721449;FRGRQ;f;
3445;Chauffailles;chauffailles;87694778;FRGRR;f;
3448;Marcigny—St-Martin-du-Lac;marcigny-st-martin-du-lac;87694828;FRGRU;f;
3449;St-Agnan;st-agnan;87694851;FRGRV;f;
3450;Gilly-sur-Loire;gilly-sur-loire;87694869;FRGRW;f;
3451;Charolles;charolles;87694885;FRGRX;f;
3452;Gray;gray;87185579;FRGRY;f;
3454;Briare;briare;87696088;FRGSC;f;
3456;Cosne-sur-Loire;cosne-sur-loire;87696146;FRGSH;f;
3457;Tracy—Sancerre;tracy-sancerre;87696161;FRGSI;f;
3458;Pouilly-sur-Loire;pouilly-sur-loire;87696179;FRGSJ;f;
3459;Mesves—Bulcy;mesves-bulcy;87696187;FRGSK;f;
3460;La Charité-sur-Loire;la-charite-sur-loire;87696195;FRGSL;f;
3461;Tronsanges;tronsanges;87696203;FRGSM;f;
3462;Pougues-les-Eaux;pougues-les-eaux;87696211;FRGSN;f;
3463;Fourchambault;fourchambault;87696229;FRGSO;f;
3464;Dardilly Les Mouilles;dardilly-les-mouilles;87721480;FRGSP;f;
3465;St-Pierre-le-Moutier;st-pierre-le-moutier;87696294;FRGSR;f;
3466;Chantenay-St-Imbert;chantenay-st-imbert;87696302;FRGSS;f;
3467;Villeneuve-sur-Allier;villeneuve-sur-allier;87696310;FRGST;f;
3468;Bessay;bessay;87696336;FRGSU;f;10694
3470;Varennes-sur-Allier;varennes-sur-allier;87696351;FRGSW;f;
3472;Billy—Marcenat;billy-marcenat;87696377;FRGSY;f;
3473;Montbeugny;montbeugny;87696401;FRGTA;f;
3474;Thiel-sur-Acolin;thiel-sur-acolin;87696419;FRGTB;f;
3475;Dompierre—Sept-Fons;dompierre-sept-fons;87696427;FRGTC;f;
3476;Diou (Allier);diou-allier;87696435;FRGTD;f;
3477;Imphy;imphy;87696450;FRGTE;f;
3478;Béard;beard;87696468;FRGTF;f;
3479;Sougy;sougy;87696476;FRGTG;f;
3480;Decize;decize;87696484;FRGTH;f;
3481;Cercy-la-Tour;cercy-la-tour;87696492;FRGTI;f;
3482;Fours;fours;87696518;FRGTJ;f;
3483;Rémilly—St-Honoré-les-Bains;remilly-st-honore-les-bains;87696526;FRGTK;f;
3484;Luzy;luzy;87696534;FRGTL;f;
3485;Millay;millay;;FRGTM;f;
3486;Corbigny;corbigny;87696617;FRGTP;f;
3487;Dirol;dirol;87696625;FRGTQ;f;
3488;Flez—Cuzy—Tannay;flez-cuzy-tannay;87696633;FRGTR;f;
3489;Asnois;asnois;87696641;FRGTS;f;
3490;Clamecy;clamecy;87696807;FRGTX;f;
3491;Coulanges-sur-Yonne;coulanges-sur-yonne;87696831;FRGTZ;f;
3492;Châtel-Censoir;chatel-censoir;87696856;FRGUB;f;
3493;La Chapelle-sous-Dun;la-chapelle-sous-dun;87699009;FRGUC;f;
3494;Malbuisson;malbuisson;87699850;FRGUD;f;
3496;Rully;rully;87712026;FRGUP;f;
3497;Paris-L’Hôpital;paris-lhopital;87712133;FRGUQ;f;
3498;Saisy La Forêt;saisy-la-foret;;FRGUR;f;
3499;Neuilly-lès-Dijon;neuilly-les-dijon;87712182;FRGUS;f;
3500;Sully Le Château;sully-le-chateau;87712190;FRGUT;f;
3501;St-Léger-du-Bois—Sully;st-leger-du-bois-sully;;FRGUU;f;
3502;Brétigny—Norges;bretigny-norges;;FRGUV;f;
3503;Lantenay;lantenay;87712323;FRGUW;f;
3504;Velars;velars;87712331;FRGUX;f;
3508;Ouges;ouges;87712604;FRGVJ;f;
3509;Longecourt;longecourt;87712620;FRGVK;f;
3510;Chaugey;chaugey;87712679;FRGVM;f;
3511;Arros;arros;87465161;FRGVN;f;
3512;Sarrance Pont;sarrance-pont;87465179;FRGVO;f;
3513;Bedous Parking;bedous-parking;87465187;FRGVP;f;
3514;Bedous Suberlache;bedous-suberlache;87465195;FRGVQ;f;
3515;Pont-d’Esquit;pont-desquit;87465245;FRGVR;f;
3516;Gièvres;gievres;87576876;FRGVS;f;
3518;Pont-de-Lescun;pont-de-lescun;87465252;FRGVU;f;
3519;Eygun;eygun;87465260;FRGVV;f;
3520;Malain;malain;87713065;FRGVX;f;
3521;Blaisy-Bas;blaisy-bas;87713073;FRGVY;f;
3522;Verrey;verrey;87713081;FRGVZ;f;
3523;Thenissey;thenissey;87713099;FRGWA;f;
3524;Urdos Douane;urdos-douane;87465278;FRGWB;f;
3525;Les Laumes Alésia;les-laumes-alesia;87713115;FRGWC;f;
3526;Sansanet;sansanet;;FRGWD;f;
3527;Montbard;montbard;87713131;FRGWE;f;
3528;Nuits-sous-Ravières;nuits-sous-ravieres;87713156;FRGWF;f;
3532;Tonnerre;tonnerre;87713198;FRGWJ;f;
3533;Flogny;flogny;;FRGWK;f;
3534;Peyranère;peyranere;;FRGWL;f;
3535;Somport Station;somport-station;87465310;FRGWM;f;
3536;Sémur-en-Auxois;semur-en-auxois;87713263;FRGWN;f;
3537;St-Amandin;st-amandin;87110205;FRGWO;f;
3538;Genlis;genlis;87713313;FRGWP;f;
3539;Collonges (Côte d’Or);collonges-cote-dor;87713321;FRGWQ;f;
3540;Villers-les-Pots;villers-les-pots;87713339;FRGWR;f;
3541;Auxonne;auxonne;87713347;FRGWS;f;
3542;Villers-Rotin;villers-rotin;;FRGWT;f;
3543;Gevrey-Chambertin;gevrey-chambertin;87713503;FRGXA;f;
3544;Vougeot;vougeot;87713511;FRGXB;f;
3545;Nuits-St-Georges;nuits-st-georges;87713529;FRGXC;f;
3546;Corgoloin;corgoloin;87713537;FRGXD;f;
3547;Meursault;meursault;87713560;FRGXE;f;
3548;Fontaines—Mercurey;fontaines-mercurey;87713586;FRGXF;f;
3549;Nolay;nolay;87713602;FRGXG;f;
3550;Épinac—Les-Mines;epinac-les-mines;;FRGXH;f;
3551;Saulon;saulon;87713628;FRGXI;f;
3552;Brazey-en-Plaine;brazey-en-plaine;87713644;FRGXJ;f;
3553;Pagny;pagny;87713669;FRGXK;f;
3554;Seurre;seurre;87713677;FRGXL;f;
3557;Mervans;mervans;87713701;FRGXO;f;
3560;Louhans;louhans;87713735;FRGXR;f;
3562;Frontenaud;frontenaud;;FRGXT;f;
3563;Dommartin-les-Cuiseaux;dommartin-les-cuiseaux;;FRGXU;f;
3564;Ruffey;ruffey;87713826;FRGXY;f;
3565;St-Julien—Clénay;st-julien-clenay;87713834;FRGXZ;f;
3566;Gemeaux;gemeaux;87713842;FRGYA;f;
3567;Is-sur-Tille;is-sur-tille;87713859;FRGYB;f;
3571;Champsigny;champsigny;;FRGYF;f;
3572;Change;change;87713933;FRGYG;f;
3573;Changey;changey;;FRGYH;f;
3575;Dezize;dezize;87713966;FRGYJ;f;
3578;La Rivière;la-riviere;87715144;FRGYM;f;
3579;Ste-Colombe;ste-colombe;87715151;FRGYN;f;
3580;Les Granges-Narboz;les-granges-narboz;87715169;FRGYO;f;
3581;Bonnevaux;bonnevaux;87715193;FRGYP;f;
3582;Vaux-et-Chantegrue;vaux-et-chantegrue;87715201;FRGYQ;f;
3583;Labergement-Ste-Marie;labergement-ste-marie;87715219;FRGYR;f;
3585;Les Granges—Ste-Marie;les-granges-ste-marie;87715235;FRGYT;f;
3586;St-Antoine;st-antoine;87715250;FRGYV;f;
3587;Métabief;metabief;87715268;FRGYW;f;
3588;Champagnole Paul-Émile Victor;champagnole-paul-emile-victor;87352047;FRGYX;f;
3590;Champagnole;champagnole;87715326;FRGYZ;f;
3592;La Chaux-des-Crotenay;la-chaux-des-crotenay;87715383;FRGZC;f;
3593;La Chaumusse Fort du Plasne;la-chaumusse-fort-du-plasne;87715391;FRGZD;f;
3594;St-Laurent-en-Grandvaux;st-laurent-en-grandvaux;87715417;FRGZE;f;
3595;Morbier;morbier;87715433;FRGZF;f;
3596;Morez;morez;87715441;FRGZG;f;
3597;Les Hôpitaux-Neufs;les-hopitaux-neufs;87715516;FRGZH;f;
3598;Jougne;jougne;87715524;FRGZI;f;
3601;Besançon Mouillère;besancon-mouillere;87718015;FRGZM;f;5029
3602;Montferrand—Thoraise;montferrand-thoraise;87718106;FRGZN;f;
3603;Torpes—Boussières;torpes-boussieres;87718114;FRGZO;f;
3604;Byans;byans;87718122;FRGZP;f;
3605;Liesle;liesle;87718130;FRGZQ;f;
3606;Arbois;arbois;87718155;FRGZR;f;
3608;Poligny;poligny;87718189;FRGZT;f;
3609;St-Lothain;st-lothain;87718197;FRGZU;f;
3611;Domblans—Voiteur;domblans-voiteur;87718213;FRGZW;f;
3613;Cousance;cousance;87718270;FRGZZ;f;
3615;Dannemarie—Velesmes;dannemarie-velesmes;87718312;FRHAB;f;
3616;St-Vit;st-vit;87718320;FRHAC;f;
3617;Ranchot;ranchot;87718338;FRHAD;f;
3619;Orchamps;orchamps;87718361;FRHAF;f;
3620;Haguenau;haguenau;87213058;FRHAG;f;
3621;Roche-lez-Beaupré;roche-lez-beaupre;87718403;FRHAJ;f;
3622;Novillars;novillars;87718411;FRHAK;f;
3623;Deluz;deluz;87718429;FRHAL;f;
3624;Laissey;laissey;87718437;FRHAM;f;
3625;Han-sur-Nied;han-sur-nied;87193136;FRHAN;f;
3628;Baume-les-Dames;baume-les-dames;87718460;FRHAQ;f;
3630;Saône;saone;87718502;FRHAS;f;
3631;Mamirolle;mamirolle;87718510;FRHAT;f;
3632;L’Hôpital-du-Gros-Bois;lhopital-du-gros-bois;87718528;FRHAU;f;
3633;Étalans;etalans;87718536;FRHAV;f;
3634;Le Valdahon;le-valdahon;87718544;FRHAW;f;
3635;Avoudrey;avoudrey;87718551;FRHAX;f;
3636;Hymont—Mattaincourt;hymont-mattaincourt;87144220;FRHAY;f;
3638;Gilley;gilley;87718577;FRHBA;f;
3640;Ambert Ville;ambert-ville;87395756;FRHBF;f;10689
3641;Hombourg-Budange;hombourg-budange;;FRHBG;f;
3642;Hombourg-Budange La Sapinière;hombourg-budange-la-sapiniere;;FRZCQ;f;3641
3645;Montbarrey;montbarrey;87718866;FRHBQ;f;
3646;Salins-les-Bains;salins-les-bains;87718890;FRHBT;f;
