id;name;slug;uic8_sncf;sncf_id;is_main_station;parent_station_id
1219;Rieux-Angicourt;rieux-angicourt;87276352;FRCGE;f;
1221;Villers-St-Paul;villers-st-paul;87276378;FRCGG;f;
1239;Chagny;chagny;87713578;FRCGY;f;
1243;Montataire;montataire;87276618;FRCHC;f;
1250;Bornel—Belle-Église;bornel-belle-eglise;87276717;FRCHK;f;
1251;Chaulnes;chaulnes;87313478;FRCHL;f;
1252;Chambly;chambly;87276725;FRCHM;f;
1253;Le Meux-la-Croix-St-Ouen;le-meux-la-croix-st-ouen;87276733;FRCHN;f;
1254;Thourotte;thourotte;87276741;FRCHO;f;
1256;Ribécourt;ribecourt;87276766;FRCHQ;f;
1257;Châteauroux;chateauroux;87597005;FRCHR;t;1503
1258;Ourscamps;ourscamps;87276774;FRCHS;f;
1259;Noyon;noyon;87276782;FRCHT;f;
1261;Avilly—St-Léonard;avilly-st-leonard;;FRCHX;f;
1262;Plainval;plainval;87279109;FRCHY;f;
1263;Domfront Domélien;domfront-domelien;87279117;FRCHZ;f;
1264;Bergues;bergues;87281105;FRCIE;f;
1265;Esquelbecq;esquelbecq;87281113;FRCIF;f;
1266;Arnèke;arneke;87281121;FRCIG;f;
1267;Cassel;cassel;87281139;FRCIH;f;
1268;Gravelines;gravelines;87281246;FRCIJ;f;
1269;Bourbourg;bourbourg;87281279;FRCIK;f;
1270;Grande-Synthe;grande-synthe;87281311;FRCIL;f;
1271;Courghain;courghain;;FRCIN;f;
1272;Pont-d’Ardres;pont-dardres;87281410;FRCIO;f;
1273;Audruicq;audruicq;87281428;FRCIP;f;
1274;Watten-Éperlecques;watten-eperlecques;87281436;FRCIQ;f;
1275;Renescure;renescure;87281451;FRCIR;f;
1276;Ebblinghem;ebblinghem;87281469;FRCIS;f;
1281;Hellemmes;hellemmes;87286062;FRCJA;f;
1282;Loos-les-Lille;loos-les-lille;87286112;FRCJB;f;
1283;Steenwerck;steenwerck;87286161;FRCJC;f;
1284;Bailleul;bailleul;87286179;FRCJD;f;
1285;Strazeele;strazeele;87286203;FRCJE;f;
1286;Wambrechies;wambrechies;87286229;FRCJF;f;
1287;Quesnoy-sur-Deûle;quesnoy-sur-deule;87286245;FRCJG;f;
1288;Comines;comines;87286260;FRCJH;f;
1289;Pérenchies;perenchies;87286278;FRCJI;f;
1290;Santes;santes;87286401;FRCJQ;f;
1291;Wavrin;wavrin;87286419;FRCJR;f;
1292;La Fontaine;la-fontaine;87286427;FRCJS;f;
1295;Phalempin;phalempin;87286500;FRCJW;f;
1296;Wattignies;wattignies;87286526;FRCJX;f;
1297;Ronchin;ronchin;87286534;FRCJY;f;
1298;Rosult;rosult;87286567;FRCJZ;f;
1299;Landas;landas;87286575;FRCKA;f;
1301;Templeuve;templeuve;87286625;FRCKE;f;
1302;Fretin;fretin;87286641;FRCKF;f;
1303;Tressin;tressin;87286740;FRCKI;f;
1304;Cysoing;cysoing;87286781;FRCKK;f;
1305;Genech;genech;87286807;FRCKL;f;
1306;Pont-de-Bois;pont-de-bois;87286831;FRCKN;f;
1307;Lesquin;lesquin;87286849;FRCKO;f;
1308;Annappes;annappes;87286856;FRCKP;f;
1309;Baisieux;baisieux;87286872;FRCKQ;f;
1314;Lezennes;lezennes;87287102;FRCKY;f;
1315;Mont-de-Terre;mont-de-terre;87287128;FRCLA;f;
1316;Chambourg;chambourg;;FRCLC;f;
1317;Chambourg;chambourg;87571463;FRESU;t;1316
1318;Nieppe;nieppe;87287151;FRCLD;f;
1319;Marquette;marquette;87287169;FRCLE;f;
1320;Deûlémont;deulemont;87287185;FRCLG;f;
1321;Ste-Marguerite;ste-marguerite;87287193;FRCLH;f;
1322;Clisson;clisson;87481440;FRCLI;f;
1323;Anstaing;anstaing;87287219;FRCLK;f;
1324;Bouvines;bouvines;87287235;FRCLM;f;
1325;Cobrieux;cobrieux;87287243;FRCLN;f;
1326;Lille Porte de Douai;lille-porte-de-douai;87287250;FRCLO;f;4652
1328;Ennevelin;ennevelin;87287276;FRCLQ;f;
1329;Challans;challans;87481390;FRCLS;f;
1330;Nortkerque;nortkerque;87287292;FRCLT;f;
1331;Ruminghem;ruminghem;87287300;FRCLU;f;
1332;Casino—Lacroix-Laval;casino-lacroix-laval;87208553;FRCLV;f;4862
1335;Recquignies;recquignies;87295022;FRCMB;f;
1337;Anor;anor;87295055;FRCMD;f;
1338;Charmes-sur-Rhône;charmes-sur-rhone;87761510;FRCME;f;
1339;Chambéry Challes-les-Eaux;chambery-challes-les-eaux;87741009;FRCMF;f;
1340;Le Cateau;le-cateau;87295220;FRCMG;f;
1341;Louvroil;louvroil;87295535;FRCMI;f;
1342;Hautmont;hautmont;87295568;FRCMJ;f;
1343;Landrecies;landrecies;87295642;FRCMK;f;
1344;Sains-du-Nord;sains-du-nord;87295709;FRCML;f;
1345;Avesnelles;avesnelles;87295725;FRCMN;f;
1346;Avesnes;avesnes;87295733;FRCMO;f;
1347;Dompierre;dompierre;87295774;FRCMP;f;
1348;Velle-le-Châtel;velle-le-chatel;87185421;FRCMQ;f;
1349;Colmar;colmar;;FRCMR;f;
1350;Leval;leval;87295790;FRCMS;f;
1351;Berlaimont;berlaimont;87295808;FRCMT;f;
1352;Le Quesnoy;le-quesnoy;87295857;FRCMU;f;
1355;Marle-sur-Serre;marle-sur-serre;87296095;FRCNA;f;
1356;Vervins;vervins;87296129;FRCNC;f;
1357;Origny-en-Thiérache;origny-en-thierache;87296145;FRCND;f;
1358;Crépy-Couvron;crepy-couvron;87296152;FRCNE;f;
1359;Cognac;cognac;87491449;FRCNG;f;
1360;Clacy-Mons;clacy-mons;87296178;FRCNH;f;
1361;Bohain;bohain;87296269;FRCNK;f;
1362;Fresnoy-le-Grand;fresnoy-le-grand;87296293;FRCNL;f;
1363;Athiès-sous-Laon;athies-sous-laon;87296327;FRCNM;f;
1364;Samoussy;samoussy;87296343;FRCNO;f;
1366;Bucy-Les-Pierrepont;bucy-les-pierrepont;87296368;FRCNQ;f;
1367;Clermont-lès-Fermes;clermont-les-fermes;87296376;FRCNR;f;
1368;Montcornet;montcornet;87296384;FRCNS;f;
1369;Rozoy-sur-Serre Place Neuville;rozoy-sur-serre-place-neuville;87296392;FRCNT;f;17481
1371;Montescourt;montescourt;87296418;FRCNV;f;
1372;Appilly;appilly;87296459;FRCNW;f;
1373;Anizy-Pinon;anizy-pinon;87296566;FRCNY;f;
1374;Versigny;versigny;87296608;FRCNZ;f;
1375;Chauny;chauny;87296616;FRCOA;f;
1377;La Fère;la-fere;87296632;FRCOC;f;
1378;Flavy-le-Martel;flavy-le-martel;87296871;FRCOD;f;
1380;Collonges—Fontaines;collonges-fontaines;87721225;FRCOF;f;
1382;Viry-Noureuil;viry-noureuil;87297051;FRCOI;f;
1384;La Bouteille;la-bouteille;87297085;FRCOK;f;
1385;La Neuville-sous-Laon;la-neuville-sous-laon;;FRCOM;f;
1386;Verneuil-sur-Serre;verneuil-sur-serre;87297119;FRCON;f;
1387;Dercy-Froidmont;dercy-froidmont;87297143;FRCOQ;f;
1389;Voyenne;voyenne;87297150;FRCOS;f;
1391;Coutras;coutras;87584516;FRCOU;f;
1392;Gizy;gizy;87297176;FRCOV;f;
1393;Chivres-en-Laonnois;chivres-en-laonnois;87297192;FRCOW;f;
1394;Chaourse;chaourse;87297200;FRCOX;f;
1395;Magny;magny;87297218;FRCOY;f;
1396;Chéry-les-Rozoy Place de l’Église;chery-les-rozoy-place-de-leglise;87297226;FRCOZ;f;
1397;Rouvroy—Résigny—Grandrieux;rouvroy-resigny-grandrieux;87297234;FRCPA;f;
1398;Le Fréty St-Gorgon;le-frety-st-gorgon;87297259;FRCPB;f;
1399;La Ferée;la-feree;;FRCPC;f;
1400;Mainbressy;mainbressy;87297275;FRCPD;f;
1401;Vauxaillon;vauxaillon;87297283;FRCPE;f;
1402;Barenton-Bugny;barenton-bugny;87297291;FRCPF;f;9068
1403;Les Bons-Pères;les-bons-peres;87297515;FRCPJ;f;
1404;Hachette;hachette;87297523;FRCPK;f;
1405;St-Hilaire;st-hilaire;87297531;FRCPL;f;
1409;Liesse-Gizy;liesse-gizy;87299818;FRCPV;f;
1410;Miannay;miannay;87299834;FRCPW;f;
1412;Brunvillers-La-Motte;brunvillers-la-motte;87299859;FRCPY;f;
1413;Crèvecœur-le-Petit;crevecoeur-le-petit;87299867;FRCPZ;f;
1414;Goyencourt;goyencourt;87299883;FRCQB;f;
1415;Royaucourt;royaucourt;;FRCQC;f;
1416;Ste-Geneviève;ste-genevieve;87299909;FRCQD;f;
1417;Calais;calais;;FRCQF;f;
1419;Calais Fréthun;calais-frethun;87281071;FRSTH;f;1417
1420;Villers-Carbonnel;villers-carbonnel;87299925;FRCQG;f;
1421;Guer—Coëtquidan;guer-coetquidan;87335208;FRCQI;f;
1422;Longueau;longueau;87313049;FRCQL;f;
1423;Corbie;corbie;87313056;FRCQM;f;
1424;Méricourt-Ribemont;mericourt-ribemont;87313064;FRCQN;f;
1425;Albert;albert;87313072;FRCQO;f;
1426;Picquigny;picquigny;87313106;FRCQP;f;
1427;Hangest;hangest;87313114;FRCQQ;f;
1428;Longpré-les-Corps-Saints;longpre-les-corps-saints;87313122;FRCQR;f;
1429;Pont-Remy;pont-remy;87313130;FRCQS;f;
1430;La Faloise;la-faloise;87313239;FRCQU;f;
1431;Breteuil Embranchement;breteuil-embranchement;87313247;FRCQV;f;
1432;Gannes;gannes;87313262;FRCQW;f;
1433;St-Rémy-en-l’Eau;st-remy-en-leau;87313288;FRCQX;f;
1434;Avrechy;avrechy;87313296;FRCQY;f;
1435;Clermont-de-l’Oise;clermont-de-loise;87313304;FRCQZ;f;
1436;Moreuil;moreuil;87313320;FRCRA;f;
1437;Hargicourt-Pierrepont;hargicourt-pierrepont;87313338;FRCRB;f;
1438;Tricot;tricot;87313353;FRCRC;f;
1439;St-Georges-les-Bains—Châteaurouge;st-georges-les-bains-chateaurouge;87336966;FRCRD;f;
1440;Crest;crest;87761783;FRCRE;f;
1441;Namps-Quevauvillers;namps-quevauvillers;87313379;FRCRF;f;
1442;Estrées-St-Denis;estrees-st-denis;87313387;FRCRG;f;
1443;Poix-de-Picardie;poix-de-picardie;87313395;FRCRH;f;
1444;Remy;remy;87313403;FRCRI;f;
1445;Roisel La Poste;roisel-la-poste;;FRCRK;f;
1446;Villers-Bretonneux;villers-bretonneux;87313437;FRCRL;f;
1447;Marcelcave;marcelcave;87313445;FRCRM;f;
1449;Rosières (Somme);rosieres-somme;87313460;FRCRO;f;
1450;Nesle;nesle;87313486;FRCRP;f;
1451;Ham;ham;87313494;FRCRQ;f;
1452;Chaponost;chaponost;87722710;FRCRR;f;
1453;Cramoisy;cramoisy;87313544;FRCRS;f;
1454;Cires-lès-Mello;cires-les-mello;87313551;FRCRT;f;
1455;Balagny-St-Epin;balagny-st-epin;87313569;FRCRU;f;
1456;Mouy-Bury;mouy-bury;87313577;FRCRV;f;
1457;Hermes-Berthecourt;hermes-berthecourt;87313585;FRCRW;f;
1458;Villers-St-Sépulcre;villers-st-sepulcre;87313593;FRCRX;f;
1459;Rochy-Condé;rochy-conde;87313601;FRCRY;f;
1460;Méru;meru;87313668;FRCSA;f;
1461;Laboissière-le-Déluge;laboissiere-le-deluge;87313676;FRCSB;f;
1462;St-Sulpice-Auteuil;st-sulpice-auteuil;87313684;FRCSC;f;
1463;Herchies;herchies;87313692;FRCSD;f;
1464;Milly-sur-Thérain;milly-sur-therain;87313700;FRCSE;f;
1465;Creil;creil;87276006;FRCSF;f;
1466;St-Omer-en-Chaussée;st-omer-en-chaussee;87313718;FRCSG;f;
1467;Marseille-en-Beauvaisis;marseille-en-beauvaisis;87313726;FRCSH;f;
1468;Grandvilliers;grandvilliers;87313734;FRCSI;f;
1469;Feuquières-Broquiers;feuquieres-broquiers;87313742;FRCSJ;f;
1470;Aumale;aumale;87313767;FRCSK;f;
1471;Crasville-la-Mallet;crasville-la-mallet;87337899;FRCSM;f;
1472;Lachapelle-sous-Aubenas;lachapelle-sous-aubenas;87337063;FRCSN;f;
1473;Blangy-sur-Bresle;blangy-sur-bresle;87313809;FRCSO;f;
1474;Longroy—Gamaches;longroy-gamaches;87313817;FRCSP;f;
1475;Chasse-sur-Rhône;chasse-sur-rhone;87722561;FRCSR;f;
1476;Formerie;formerie;87313833;FRCSS;f;
1477;Fouilloy;fouilloy;87313841;FRCST;f;
1478;Daours;daours;87315044;FRCSV;f;
1479;Maignelay Centre;maignelay-centre;87315176;FRCSW;f;
1480;Dompierre Monument aux Morts;dompierre-monument-aux-morts;87315184;FRCSX;f;
1481;Marchelepot;marchelepot;87315234;FRCSY;f;
1482;Pont-les-Brie;pont-les-brie;87315242;FRCSZ;f;
1483;Cartigny;cartigny;;FRCTA;f;
1484;Châteaubriant;chateaubriant;87481648;FRCTB;f;
1485;Hattencourt;hattencourt;87315267;FRCTC;f;
1486;Laboissière-Fescamps;laboissiere-fescamps;87315275;FRCTD;f;
1487;Le Château-d’Oléron;le-chateau-doleron;87339499;FRCTE;f;
1489;Chartres Gare Routière;chartres-gare-routiere;87137810;FRCTG;f;4029
1491;Lamotte-Brebières;lamotte-brebieres;;FRCTJ;f;
1492;Heilly;heilly;87316059;FRCTK;f;
1493;Buire-sur-l’Ancre;buire-sur-lancre;87316067;FRCTL;f;
1494;Dreuil-lès-Amiens;dreuil-les-amiens;87316075;FRCTM;f;
1497;Dommartin-Remiencourt;dommartin-remiencourt;87316109;FRCTP;f;
1498;Thézy-Glimont;thezy-glimont;87316125;FRCTR;f;
1499;Le Castelet;le-castelet;87611541;FRCTT;f;
1503;Châteauroux;chateauroux;;FRCTX;f;
1504;Châteauroux Gare Routière;chateauroux-gare-routiere;87201541;FRXGR;f;1503
1505;Castelnaudary;castelnaudary;87615039;FRCTY;f;
1506;Famechon;famechon;87316190;FRCTZ;f;
1507;Wacquemoulin;wacquemoulin;87316208;FRCUA;f;
1508;Hyencourt-le-Grand;hyencourt-le-grand;87316216;FRCUB;f;
1509;Eterpigny;eterpigny;87316224;FRCUC;f;
1510;Doingt;doingt;87316240;FRCUD;f;
1511;Tincourt-Boucly;tincourt-boucly;87316257;FRCUE;f;
1512;Marquaix;marquaix;87316265;FRCUF;f;
1513;Ire-le-Sec;ire-le-sec;87193243;FRCUG;f;
1516;Hallu;hallu;87316331;FRCUJ;f;
1517;Fresnoy-les-Roye;fresnoy-les-roye;87316349;FRCUK;f;
1518;Laucourt;laucourt;;FRCUL;f;
1519;Dancourt;dancourt;87316364;FRCUM;f;
1520;Châteaudun;chateaudun;87545756;FRCUN;f;
1521;Grivillers;grivillers;87316372;FRCUO;f;
1522;Faverolles;faverolles;87316380;FRCUP;f;
1523;Heilles-Mouchy;heilles-mouchy;87316398;FRCUQ;f;
1524;Montreuil-sur-Thérain;montreuil-sur-therain;87316406;FRCUR;f;
1525;Villers-sur-Thère;villers-sur-there;87316422;FRCUS;f;
1529;Cluny;cluny;87725341;FRCUY;f;
1530;Culoz;culoz;87741074;FRCUZ;f;
1531;Ste-Segrée;ste-segree;87316596;FRCVE;f;
1532;Aubin-St-Vaast;aubin-st-vaast;87316604;FRCVG;f;
1534;Marville;marville;87193235;FRCVI;f;
1535;Pihen;pihen;87316679;FRCVK;f;
1536;Le Haut-Banc;le-haut-banc;87316687;FRCVL;f;
1537;Feuquerolles;feuquerolles;87316752;FRCVQ;f;
1538;Boulogne-sur-Mer Tintelleries;boulogne-sur-mer-tintelleries;87317016;FRCVS;f;5758
1539;Rang-du-Fliers—Verton;rang-du-fliers-verton;87317057;FRCVU;f;
1540;Dannes-Camiers;dannes-camiers;87317081;FRCVV;f;
1541;Neufchâtel-Hardelot;neufchatel-hardelot;87317099;FRCVW;f;
1542;Pont-de-Briques;pont-de-briques;87317115;FRCVX;f;
1543;Wimille—Wimereux;wimille-wimereux;87317123;FRCVY;f;
1545;Montreuil-sur-Mer;montreuil-sur-mer;87317164;FRCWB;f;
1546;Brimeux;brimeux;87317180;FRCWC;f;
1547;Beaurainville;beaurainville;87317198;FRCWD;f;
1548;Maresquel;maresquel;87317206;FRCWE;f;
1549;Hesdin;hesdin;87317222;FRCWF;f;
1550;Auchy-lès-Hesdin;auchy-les-hesdin;87317230;FRCWG;f;
1551;Blangy-sur-Ternoise;blangy-sur-ternoise;87317248;FRCWH;f;
1552;Anvin;anvin;87317255;FRCWI;f;
1553;Caffiers;caffiers;87317321;FRCWK;f;
1554;Marquise-Rinxent;marquise-rinxent;87317339;FRCWL;f;
1555;Noyelles-sur-Mer;noyelles-sur-mer;87317396;FRCWN;f;
1557;Clermont-Ferrand;clermont-ferrand;;FRCWP;f;
1558;Clermont-Ferrand La Pardieu;clermont-ferrand-la-pardieu;87782607;FRFDM;f;1557
1559;Clermont-Ferrand La Rotonde;clermont-ferrand-la-rotonde;87396895;FRHCL;f;1557
1560;Quesnoy-le-Montant;quesnoy-le-montant;87317487;FRCWR;f;
1561;Chepy-Valines;chepy-valines;87317495;FRCWS;f;
1562;Feuquières-Fressenneville;feuquieres-fressenneville;87317503;FRCWT;f;
1563;Woincourt;woincourt;87317511;FRCWU;f;
1564;Le Tréport;le-treport;87317529;FRCWV;f;
1565;Beau-Marais;beau-marais;87317610;FRCWY;f;
1567;Coux;coux;87337006;FRCXC;f;
1568;Miraumont;miraumont;87342030;FRCXE;f;
1569;Courcelles-le-Comte;courcelles-le-comte;87342063;FRCXF;f;
1570;Boisleux;boisleux;87342071;FRCXG;f;
1571;Rœux;roeux;87342089;FRCXH;f;
1572;Biache-St-Vaast;biache-st-vaast;87342097;FRCXI;f;
1573;Bully-Grenay;bully-grenay;87342105;FRCXJ;f;
1574;Vitry-en-Artois;vitry-en-artois;87342113;FRCXK;f;
1575;Mazingarbe;mazingarbe;87342121;FRCXL;f;
1576;Nœux-les-Mines;noeux-les-mines;87342139;FRCXM;f;
1577;Marœuil;maroeuil;87342188;FRCXQ;f;
1579;Frévin-Capelle;frevin-capelle;87342212;FRCXS;f;
1580;Chocques;chocques;87342220;FRCXT;f;
1581;Lillers;lillers;87342238;FRCXU;f;
1582;Aubigny-en-Artois;aubigny-en-artois;87342246;FRCXV;f;
1583;Savy-Berlette;savy-berlette;87342253;FRCXW;f;
1584;Ham-en-Artois;ham-en-artois;87342261;FRCXX;f;
1585;Isbergues;isbergues;87342279;FRCXY;f;
1586;Thiennes;thiennes;87342287;FRCXZ;f;
1587;Steenbecque;steenbecque;87342295;FRCYA;f;
1588;Tincques;tincques;87342303;FRCYB;f;
1590;Chéry Centre;chery-centre;87317727;FRCYE;f;
1591;Beuvry;beuvry;87342402;FRCYF;f;
1592;Cuinchy;cuinchy;87342410;FRCYG;f;
1593;La Bassée;la-bassee;87342436;FRCYI;f;
1594;Salomé;salome;87342451;FRCYJ;f;
1595;Marquillies;marquillies;87342469;FRCYK;f;
1597;Farbus;farbus;87342527;FRCYN;f;
1598;Vis-à-Marles;vis-a-marles;87342535;FRCYO;f;
1599;Calonne-Ricouart;calonne-ricouart;87342543;FRCYP;f;
1600;Pernes-Camblain;pernes-camblain;87342550;FRCYQ;f;
1601;Vimy;vimy;87342576;FRCYS;f;
1602;Avion;avion;87342584;FRCYT;f;
1603;Bailleul-Sir-Berthoult;bailleul-sir-berthoult;87342592;FRCYU;f;
1604;St-Amand-les-Eaux;st-amand-les-eaux;87343103;FRCYX;f;
1605;Le Poirier Université;le-poirier-universite;87343210;FRCYZ;f;
1607;Wallers;wallers;87343301;FRCZB;f;
1608;Raismes;raismes;87343319;FRCZC;f;
1609;Trith-St-Léger;trith-st-leger;87343400;FRCZD;f;
1610;Prouvy-Thiant;prouvy-thiant;87343418;FRCZE;f;
1611;Denain;denain;87343459;FRCZG;f;
1612;Loos-en-Gohelle;loos-en-gohelle;87345033;FRCZL;f;
1613;Liévin;lievin;87345041;FRCZM;f;
1614;Brebières-Sud;brebieres-sud;87345108;FRCZO;f;
1615;Corbehem;corbehem;87345116;FRCZP;f;
1616;Pont-de-Sallaumines;pont-de-sallaumines;87345124;FRCZQ;f;
1617;Coron-de-Méricourt;coron-de-mericourt;87345132;FRCZR;f;
1618;Billy-Montigny;billy-montigny;87345140;FRCZS;f;
1619;Hénin-Beaumont;henin-beaumont;87345157;FRCZT;f;
1620;Pont-de-la-Deule;pont-de-la-deule;87345207;FRCZV;f;
1621;Sallaumines;sallaumines;87345215;FRCZW;f;
1622;Leforest;leforest;87345223;FRCZX;f;
1623;Loison-sous-Lens;loison-sous-lens;87345231;FRCZY;f;
1624;Pont-à-Vendin;pont-a-vendin;87345264;FRCZZ;f;
1625;Meurchin;meurchin;87345272;FRDAA;f;
1626;Bauvin-Provin;bauvin-provin;87345280;FRDAB;f;
1627;Montigny-en-Ostrevent;montigny-en-ostrevent;87345306;FRDAC;f;
1628;Francheville;francheville;87722702;FRDAD;f;
1629;Sain-Bel;sain-bel;87721605;FRDAG;f;
1630;Bouchain;bouchain;87345389;FRDAI;f;
1631;Iwuy;iwuy;87345397;FRDAJ;f;
1632;Sin-le-Noble;sin-le-noble;87345405;FRDAK;f;
1633;Cantin;cantin;87345413;FRDAL;f;
1634;Arleux;arleux;87345421;FRDAM;f;
1635;Brunémont;brunemont;87345439;FRDAN;f;
1636;Aubigny-au-Bac;aubigny-au-bac;87345447;FRDAO;f;
1638;Fressies;fressies;;FRDAQ;f;
1639;Darsac;darsac;87734673;FRDAR;f;
1641;Escaudœuvres;escaudoeuvres;87345496;FRDAU;f;
1642;Maurois;maurois;87345546;FRDAX;f;
1643;Bertry;bertry;87345553;FRDAY;f;
1644;Caudry;caudry;87345561;FRDAZ;f;
1645;Montauban-de-Bretagne;montauban-de-bretagne;;FRDBA;f;
1647;Cattenières;cattenieres;87345587;FRDBB;f;
1648;Wambaix;wambaix;87345595;FRDBC;f;
1649;Cerans-Foulletourte;cerans-foulletourte;87358085;FRDBD;f;
1650;Droué Centre;droue-centre;87358556;FRDBE;f;
1651;Sarge-sur-Braye Centre;sarge-sur-braye-centre;87358564;FRDBF;f;
1652;Clermont-Créans Centre;clermont-creans-centre;87358622;FRDBG;f;
1653;Echevannes;echevannes;87699629;FRDBH;f;
1654;Oize Centre;oize-centre;87358648;FRDBI;f;
1655;La Fontaine-St-Martin;la-fontaine-st-martin;87358655;FRDBJ;f;
1656;Savigny-sur-Braye Centre;savigny-sur-braye-centre;87358697;FRDBK;f;
1657;St-Jean-de-la-Motte;st-jean-de-la-motte;87358861;FRDBL;f;
1660;Guécélard;guecelard;87365502;FRDBP;f;
1661;Parigné-le-Pôlin La Chenaie;parigne-le-polin-la-chenaie;87365668;FRDBQ;f;
1678;Liancourt-St-Pierre;liancourt-st-pierre;;FRDCM;f;
1681;Gisors;gisors;87381244;FRDCP;f;
1682;Sérifontaine;serifontaine;87381269;FRDCR;f;
1683;Amécourt-Talmontier;amecourt-talmontier;87381277;FRDCS;f;
1684;Neuf-Marché;neuf-marche;87381285;FRDCT;f;
1685;Gournay—Ferrières;gournay-ferrieres;87381293;FRDCU;f;
1691;Conflans-Fin-d’Oise;conflans-fin-doise;;FRDDC;f;
1701;Bréval;breval;87381624;FRDDM;f;
1702;Dourdan;dourdan;87545525;FRDDN;t;1965
1754;La Bonneville-sur-Iton;la-bonneville-sur-iton;87387142;FRDGO;f;
1755;Conches;conches;87387159;FRDGP;f;
1756;Romilly-la-Puthenaye;romilly-la-puthenaye;87387175;FRDGQ;f;
1757;Beaumont-le-Roger;beaumont-le-roger;87387183;FRDGR;f;
1759;Couesmes Centre;couesmes-centre;;FRDHC;f;
1760;St-Aubin-le-Dépeint;st-aubin-le-depeint;;FRDHD;f;
1762;Château-du-Loir Hôtel de Ville;chateau-du-loir-hotel-de-ville;;FRDHF;f;4832
1763;Marcilly-sur-Tille;marcilly-sur-tille;87719906;FRDHG;f;
1764;Raze;raze;87185439;FRDHI;f;
1765;Mauléon Brossardière;mauleon-brossardiere;87389890;FRDHL;f;
1767;Paris-Gare-Montparnasse-2-Pasteur;paris-gare-montparnasse-2-pasteur;;FRDHP;f;4916
1778;Die;die;87761841;FRDIE;f;
1782;Dijon;dijon;;FRDIJ;f;
1783;Dijon Porte Neuve;dijon-porte-neuve;87713008;FRGVW;f;1782
1787;Dinan;dinan;87478164;FRDIN;f;
1804;St-Germain—St-Rémy;st-germain-st-remy;87393520;FRDJG;f;
1807;Nonancourt;nonancourt;87393553;FRDJJ;f;
1809;Tillières;tillieres;87393587;FRDJL;f;
1810;Verneuil-sur-Avre;verneuil-sur-avre;87393595;FRDJM;f;
1811;Bourth;bourth;87393603;FRDJN;f;
1812;Longjumeau;longjumeau;;FRDJO;f;
1816;Petit-Vaux;petit-vaux;;FRDJS;f;
1818;Massy TGV;massy-tgv;87393702;FRDJU;t;2000
1822;Épernon;epernon;87394114;FRDKA;f;
1823;Maintenon;maintenon;87394130;FRDKB;f;
1824;St-Piat;st-piat;87394148;FRDKC;f;
1825;Jouy;jouy;87394155;FRDKD;f;
1826;La Villette—St-Prest;la-villette-st-prest;87394171;FRDKE;f;
1827;Amilly—Ouerray;amilly-ouerray;87394205;FRDKF;f;
1828;St-Aubin—St-Luperce;st-aubin-st-luperce;87394213;FRDKG;f;
1829;Courville-sur-Eure;courville-sur-eure;87394221;FRDKH;f;
1830;Pontgouin;pontgouin;87394247;FRDKI;f;
1831;La Loupe;la-loupe;87394254;FRDKJ;f;
1832;Bretoncelles;bretoncelles;87394270;FRDKK;f;
1833;Condé-sur-Huisne;conde-sur-huisne;87394288;FRDKL;f;
1834;Nogent-le-Rotrou;nogent-le-rotrou;87394296;FRDKM;f;
1835;La Taye;la-taye;87394403;FRDKN;f;
1836;Bailleau-le-Pin;bailleau-le-pin;87394411;FRDKO;f;
1837;Magny-Blandainville;magny-blandainville;87394429;FRDKP;f;
1838;Illiers-Combray;illiers-combray;87394437;FRDKQ;f;
1839;Brou;brou;87394452;FRDKS;f;
1840;Arrou;arrou;87394486;FRDKU;f;
1841;Courtalain—St-Pellerin;courtalain-st-pellerin;87394494;FRDKV;f;
1843;Neuville-sur-Sarthe;neuville-sur-sarthe;87396028;FRDLC;f;
1844;La Guierche;la-guierche;87396036;FRDLD;f;
1845;Dole;dole;;FRDLE;f;
1847;Montbizot;montbizot;87396044;FRDLF;f;
1848;Teillé;teille;87396051;FRDLG;f;
1849;Vivoin—Beaumont;vivoin-beaumont;87396077;FRDLH;f;
1850;La Hutte—Coulombiers;la-hutte-coulombiers;87396093;FRDLJ;f;
1851;Choloy-Menillot;choloy-menillot;87458844;FRDLL;f;
1853;Domfront;domfront;87396200;FRDLN;f;
1854;Conlie;conlie;87396218;FRDLO;f;
1855;Crissé;crisse;87396226;FRDLP;f;
1856;Sillé-le-Guillaume;sille-le-guillaume;87396234;FRDLQ;f;
1857;Rouessé-Vassé;rouesse-vasse;87396259;FRDLR;f;
1858;Deols;deols;87304626;FRDLS;f;
1859;Champagné;champagne;87396275;FRDLT;f;
1860;St-Mars-la-Brière;st-mars-la-briere;87396283;FRDLU;f;
1861;Montfort-le-Gesnois;montfort-le-gesnois;87396291;FRDLV;f;
1862;Connerre—Beillé;connerre-beille;87396309;FRDLW;f;
1863;Sceaux—Boëssé;sceaux-boesse;87396317;FRDLX;f;
1864;La Ferté-Bernard;la-ferte-bernard;87396325;FRDLY;f;
1865;Le Theil—La Rouge;le-theil-la-rouge;87396333;FRDLZ;f;
1866;Voivres;voivres;87396358;FRDMB;f;
1867;La Suze;la-suze;87396366;FRDMC;f;
1868;Noyen;noyen;87396374;FRDMD;f;
1870;Neufchâteau Lycée Professionnel;neufchateau-lycee-professionnel;87458869;FRDMG;f;
1871;Buzy-Darmont;buzy-darmont;87458810;FRDMH;f;
1872;La Flèche;la-fleche;87358630;FRDMI;f;
